State Code,Claim Amount,Coverage,Education,EmploymentStatus,Location Code,Monthly Premium Auto,Number of Policies,Policy,Claim Reason,Vehicle Class
NE,877.9090552000001,Extended,High School or Below,Employed,Suburban,219,1,Corporate,Scratch/Dent,Sports Car
IA,273.139917,Basic,Master,Employed,Urban,68,1,Personal,Scratch/Dent,Two-Door Car
NE,742.9079194,Premium,High School or Below,Unemployed,Suburban,101,9,Personal,Scratch/Dent,Four-Door Car
OK,261.6613903,Basic,College,Employed,Suburban,66,1,Personal,Collision,Two-Door Car
NE,804.4872392999998,Basic,Bachelor,Employed,Urban,67,2,Corporate,Hail,Four-Door Car
NE,253.4306443,Basic,Bachelor,Employed,Suburban,71,1,Personal,Other,Four-Door Car
MO,1001.402955,Extended,Bachelor,Employed,Rural,124,3,Special,Scratch/Dent,SUV
KS,474.5181764,Basic,High School or Below,Employed,Suburban,61,7,Personal,Collision,Four-Door Car
NE,1404.096476,Basic,Bachelor,Unemployed,Urban,195,5,Personal,Collision,SUV
MO,1463.545158,Extended,Bachelor,Unemployed,Suburban,139,2,Corporate,Collision,SUV
MO,388.5456401,Premium,College,Unemployed,Suburban,105,1,Personal,Collision,Four-Door Car
MO,510.7163002,Basic,Bachelor,Employed,Urban,65,3,Personal,Hail,Four-Door Car
KS,938.4654502,Basic,High School or Below,Employed,Suburban,116,3,Special,Other,SUV
NE,500.7672425,Basic,College,Employed,Suburban,62,3,Personal,Other,Four-Door Car
NE,4942.379557,Extended,Bachelor,Employed,Urban,137,2,Personal,Collision,SUV
MO,855.8927722999998,Extended,Bachelor,Unemployed,Suburban,125,9,Personal,Collision,SUV
MO,489.2628631,Basic,High School or Below,Employed,Suburban,61,7,Corporate,Hail,Four-Door Car
NE,536.593282,Basic,College,Employed,Urban,66,4,Special,Scratch/Dent,Two-Door Car
MO,516.3838813,Basic,High School or Below,Employed,Urban,64,5,Personal,Collision,Four-Door Car
IA,3805.520953,Basic,High School or Below,Unemployed,Suburban,115,2,Special,Hail,SUV
IA,740.3447336,Extended,Master,Medical Leave,Rural,98,7,Personal,Collision,Four-Door Car
IA,605.1637445,Extended,High School or Below,Unemployed,Suburban,88,6,Personal,Scratch/Dent,Two-Door Car
IA,722.9329257,Extended,Bachelor,Employed,Rural,93,5,Personal,Hail,Two-Door Car
IA,330.0607083,Extended,Bachelor,Employed,Rural,84,1,Personal,Hail,Four-Door Car
MO,550.5167392000002,Basic,College,Retired,Suburban,73,5,Special,Hail,Two-Door Car
MO,433.4064096,Extended,Bachelor,Retired,Suburban,123,1,Corporate,Collision,SUV
IA,434.9104278,Basic,College,Employed,Suburban,110,1,Personal,Hail,SUV
NE,488.2073243,Basic,High School or Below,Unemployed,Suburban,66,6,Personal,Collision,Four-Door Car
IA,1011.498621,Extended,College,Employed,Urban,84,2,Corporate,Other,Four-Door Car
IA,525.9709581000002,Basic,College,Employed,Suburban,67,3,Personal,Other,Four-Door Car
MO,401.3945512,Basic,College,Employed,Rural,100,1,Personal,Hail,Sports Car
IA,628.5019179,Premium,Bachelor,Unemployed,Suburban,172,1,Personal,Collision,SUV
IA,451.8782768,Basic,Doctor,Retired,Suburban,62,5,Personal,Scratch/Dent,Four-Door Car
NE,1773.82012,Basic,High School or Below,Employed,Rural,110,2,Corporate,Collision,Sports Car
MO,626.5343299,Extended,Doctor,Unemployed,Suburban,84,4,Personal,Collision,Four-Door Car
IA,1216.864405,Basic,Master,Unemployed,Rural,109,2,Special,Collision,Sports Car
MO,361.8432755,Extended,College,Unemployed,Suburban,99,1,Special,Collision,Four-Door Car
IA,647.4826466,Extended,High School or Below,Unemployed,Suburban,91,3,Personal,Scratch/Dent,Four-Door Car
MO,557.5198201000002,Basic,College,Medical Leave,Rural,73,5,Personal,Collision,Four-Door Car
IA,3214.464957,Premium,High School or Below,Medical Leave,Suburban,103,2,Personal,Collision,Two-Door Car
IA,822.3164916000002,Premium,Bachelor,Employed,Rural,101,8,Corporate,Scratch/Dent,Four-Door Car
NE,746.2926262999998,Extended,College,Employed,Rural,93,5,Corporate,Hail,Two-Door Car
MO,903.1214859,Extended,Master,Unemployed,Suburban,122,9,Corporate,Collision,Sports Car
OK,702.8940001,Basic,High School or Below,Medical Leave,Suburban,63,2,Personal,Collision,Two-Door Car
OK,740.6882612,Basic,Bachelor,Employed,Rural,62,2,Corporate,Collision,Four-Door Car
NE,1071.908467,Extended,College,Employed,Suburban,90,2,Personal,Collision,Four-Door Car
KS,372.1390713,Basic,College,Unemployed,Suburban,101,1,Personal,Collision,SUV
NE,352.8044252,Extended,Doctor,Employed,Suburban,92,1,Personal,Collision,Two-Door Car
NE,1708.541462,Basic,High School or Below,Employed,Rural,62,2,Personal,Scratch/Dent,Four-Door Car
MO,1195.539598,Extended,College,Employed,Rural,99,2,Personal,Collision,Two-Door Car
IA,466.922664,Premium,High School or Below,Employed,Suburban,116,1,Personal,Hail,Two-Door Car
OK,910.0731403,Basic,High School or Below,Employed,Suburban,113,5,Personal,Scratch/Dent,SUV
MO,1466.319646,Basic,Master,Employed,Rural,73,2,Personal,Scratch/Dent,Two-Door Car
MO,752.9863445000002,Basic,College,Employed,Rural,66,2,Corporate,Hail,Two-Door Car
MO,807.2245594999998,Basic,Bachelor,Employed,Urban,101,3,Special,Scratch/Dent,SUV
IA,764.4684143999998,Extended,High School or Below,Medical Leave,Suburban,99,3,Personal,Collision,Four-Door Car
MO,248.5109896,Basic,Bachelor,Employed,Rural,62,1,Personal,Collision,Four-Door Car
NE,1314.449101,Basic,College,Unemployed,Suburban,194,7,Personal,Collision,SUV
IA,312.9110699,Extended,High School or Below,Employed,Suburban,78,1,Corporate,Scratch/Dent,Four-Door Car
MO,834.9523082000002,Basic,Bachelor,Employed,Urban,109,3,Corporate,Collision,SUV
NE,324.1588659,Extended,Bachelor,Employed,Rural,81,1,Personal,Collision,Four-Door Car
MO,692.5182046,Extended,Bachelor,Employed,Rural,86,9,Personal,Hail,Four-Door Car
IA,509.8854489,Extended,Bachelor,Unemployed,Suburban,97,7,Personal,Collision,Two-Door Car
NE,288.5407442,Basic,Bachelor,Employed,Rural,72,1,Corporate,Hail,Two-Door Car
OK,597.9724161,Extended,High School or Below,Employed,Suburban,76,3,Personal,Hail,Four-Door Car
NE,541.6413581,Basic,Bachelor,Employed,Suburban,67,3,Personal,Hail,Four-Door Car
IA,234.5129694,Basic,Bachelor,Medical Leave,Suburban,63,1,Personal,Collision,Four-Door Car
MO,1255.695366,Basic,High School or Below,Unemployed,Suburban,70,2,Personal,Collision,Two-Door Car
IA,283.9298304,Basic,High School or Below,Employed,Rural,74,1,Personal,Hail,Four-Door Car
NE,559.5389905000002,Basic,High School or Below,Employed,Suburban,71,3,Corporate,Hail,Four-Door Car
MO,397.9718986,Extended,Bachelor,Employed,Suburban,99,1,Personal,Scratch/Dent,Four-Door Car
IA,1092.582157,Extended,High School or Below,Employed,Suburban,90,2,Personal,Hail,Two-Door Car
IA,566.9974517,Basic,Master,Employed,Suburban,70,5,Personal,Scratch/Dent,Four-Door Car
IA,516.8152276000002,Basic,High School or Below,Employed,Suburban,64,8,Corporate,Hail,Four-Door Car
NE,276.0476712,Basic,Bachelor,Employed,Urban,69,1,Corporate,Hail,Four-Door Car
NE,1038.250368,Basic,High School or Below,Retired,Suburban,102,2,Personal,Hail,SUV
MO,381.6408655,Extended,College,Employed,Rural,95,1,Personal,Other,Four-Door Car
MO,1117.249931,Basic,High School or Below,Medical Leave,Suburban,63,2,Personal,Collision,Four-Door Car
NE,245.6816127,Basic,High School or Below,Unemployed,Suburban,73,1,Personal,Other,Four-Door Car
MO,748.0713618,Basic,Bachelor,Employed,Rural,65,2,Personal,Scratch/Dent,Two-Door Car
IA,265.970565,Extended,College,Unemployed,Suburban,87,1,Personal,Hail,Four-Door Car
IA,462.6801093,Basic,Master,Employed,Suburban,114,1,Personal,Hail,SUV
MO,479.2509792,Basic,College,Medical Leave,Suburban,66,3,Personal,Collision,Four-Door Car
NE,282.1352024,Basic,Bachelor,Employed,Urban,71,1,Corporate,Hail,Four-Door Car
NE,1744.16378,Extended,College,Employed,Suburban,217,3,Personal,Other,SUV
IA,420.2663699,Basic,Bachelor,Employed,Suburban,105,1,Personal,Scratch/Dent,SUV
IA,785.1349465,Basic,Bachelor,Employed,Suburban,66,2,Personal,Scratch/Dent,Four-Door Car
NE,893.2317752999999,Basic,High School or Below,Employed,Urban,112,5,Personal,Scratch/Dent,SUV
MO,505.9987477,Basic,High School or Below,Employed,Suburban,63,3,Corporate,Other,Four-Door Car
IA,1119.601927,Extended,College,Employed,Rural,93,2,Personal,Collision,Four-Door Car
IA,443.0572112,Basic,High School or Below,Employed,Suburban,112,1,Personal,Other,SUV
MO,1033.043794,Extended,College,Employed,Urban,87,2,Personal,Collision,Four-Door Car
IA,991.869966,Basic,College,Employed,Rural,63,2,Corporate,Collision,Two-Door Car
NE,587.6373894,Basic,High School or Below,Employed,Rural,73,3,Personal,Hail,Two-Door Car
KS,273.4439188,Basic,College,Employed,Suburban,69,1,Personal,Hail,Four-Door Car
NE,369.414876,Extended,Bachelor,Employed,Suburban,92,1,Personal,Scratch/Dent,Four-Door Car
KS,952.1676094,Basic,Bachelor,Employed,Rural,118,4,Personal,Collision,SUV
IA,437.7532789,Basic,College,Unemployed,Suburban,64,8,Personal,Hail,Two-Door Car
NE,643.1736287,Extended,High School or Below,Medical Leave,Suburban,95,4,Personal,Collision,Four-Door Car
OK,672.2701247,Extended,High School or Below,Unemployed,Suburban,93,8,Personal,Hail,Four-Door Car
MO,239.7036098,Basic,High School or Below,Retired,Suburban,65,1,Personal,Collision,Four-Door Car
NE,239.3813375,Basic,Master,Employed,Urban,63,1,Personal,Other,Two-Door Car
MO,235.9423599,Basic,Bachelor,Medical Leave,Suburban,63,1,Personal,Collision,Four-Door Car
IA,408.081891,Basic,College,Employed,Urban,106,1,Personal,Scratch/Dent,SUV
KS,2699.968099,Premium,Master,Unemployed,Suburban,104,2,Personal,Scratch/Dent,Four-Door Car
IA,1091.420446,Extended,College,Employed,Rural,137,8,Special,Scratch/Dent,SUV
OK,344.5862410000001,Extended,Bachelor,Unemployed,Suburban,94,1,Corporate,Collision,Four-Door Car
MO,662.528717,Extended,Bachelor,Employed,Suburban,83,4,Personal,Scratch/Dent,Four-Door Car
KS,2006.740315,Premium,Bachelor,Employed,Urban,101,2,Personal,Collision,Four-Door Car
OK,387.1778009,Premium,High School or Below,Unemployed,Suburban,111,1,Personal,Hail,Four-Door Car
MO,417.1300175,Basic,Bachelor,Employed,Suburban,106,1,Personal,Hail,SUV
NE,900.9219409,Premium,Doctor,Employed,Suburban,113,4,Personal,Collision,Four-Door Car
IA,250.6197852,Basic,High School or Below,Employed,Rural,62,1,Personal,Hail,Four-Door Car
MO,496.7544169,Basic,College,Employed,Suburban,62,9,Personal,Hail,Four-Door Car
MO,191.81197,Basic,College,Unemployed,Suburban,61,1,Personal,Collision,Two-Door Car
IA,314.6037899,Extended,Bachelor,Employed,Suburban,82,1,Personal,Other,Two-Door Car
MO,596.3174005,Basic,Bachelor,Employed,Urban,74,8,Personal,Hail,Four-Door Car
MO,286.0747385,Basic,Doctor,Employed,Suburban,74,1,Personal,Scratch/Dent,Four-Door Car
IA,285.711061,Basic,Bachelor,Employed,Urban,70,1,Personal,Collision,Four-Door Car
MO,763.0346461,Basic,High School or Below,Unemployed,Suburban,111,8,Special,Collision,SUV
IA,571.5787663,Basic,College,Employed,Urban,72,5,Corporate,Hail,Four-Door Car
NE,511.3899098,Basic,Bachelor,Employed,Rural,64,3,Personal,Collision,Four-Door Car
NE,507.0227097,Basic,Doctor,Unemployed,Suburban,69,6,Personal,Other,Four-Door Car
IA,867.979601,Basic,High School or Below,Employed,Suburban,109,3,Personal,Hail,SUV
IA,491.1458509,Basic,College,Employed,Suburban,62,3,Corporate,Other,Four-Door Car
MO,1742.987777,Basic,Master,Employed,Rural,109,2,Personal,Collision,Sports Car
MO,567.1927479,Basic,High School or Below,Employed,Urban,71,3,Special,Collision,Four-Door Car
KS,1441.337774,Basic,College,Employed,Rural,73,2,Personal,Scratch/Dent,Four-Door Car
MO,236.3295991,Basic,Bachelor,Employed,Suburban,65,1,Personal,Scratch/Dent,Two-Door Car
MO,465.5605831,Basic,High School or Below,Employed,Suburban,117,1,Personal,Collision,SUV
IA,3569.217157,Basic,High School or Below,Unemployed,Suburban,102,2,Personal,Collision,SUV
MO,1024.889802,Extended,College,Employed,Suburban,129,5,Personal,Collision,SUV
IA,689.7505859,Premium,Bachelor,Employed,Suburban,173,1,Personal,Collision,SUV
IA,501.037931,Basic,Bachelor,Employed,Urban,63,7,Corporate,Collision,Four-Door Car
IA,425.0282624,Basic,High School or Below,Unemployed,Suburban,61,7,Personal,Collision,Four-Door Car
NE,496.1574919,Basic,High School or Below,Employed,Suburban,65,5,Personal,Hail,Four-Door Car
IA,447.681416,Basic,High School or Below,Unemployed,Suburban,62,3,Personal,Hail,Four-Door Car
KS,275.52214110000006,Basic,High School or Below,Employed,Suburban,70,1,Special,Hail,Four-Door Car
IA,827.1906799,Basic,College,Employed,Rural,69,2,Personal,Hail,Two-Door Car
MO,592.7389227000001,Premium,High School or Below,Employed,Rural,152,1,Corporate,Scratch/Dent,Sports Car
KS,854.830415,Basic,High School or Below,Employed,Suburban,112,3,Personal,Scratch/Dent,SUV
NE,2128.36362,Basic,High School or Below,Unemployed,Suburban,63,2,Personal,Other,Two-Door Car
IA,644.6706674,Extended,High School or Below,Employed,Suburban,80,8,Corporate,Scratch/Dent,Four-Door Car
IA,448.4254754,Basic,High School or Below,Unemployed,Suburban,65,8,Personal,Other,Four-Door Car
IA,3028.668586,Basic,High School or Below,Medical Leave,Rural,103,2,Corporate,Collision,Sports Car
MO,1384.0160119999996,Basic,High School or Below,Medical Leave,Suburban,119,2,Personal,Collision,SUV
MO,539.1775844,Basic,College,Employed,Suburban,68,8,Corporate,Hail,Two-Door Car
MO,384.73528010000007,Extended,College,Employed,Rural,96,1,Personal,Hail,Four-Door Car
OK,636.9262355000002,Extended,High School or Below,Employed,Suburban,83,7,Personal,Hail,Two-Door Car
NE,531.67566,Basic,College,Employed,Suburban,66,5,Corporate,Other,Four-Door Car
IA,512.4218174,Basic,Doctor,Employed,Urban,64,3,Personal,Collision,Two-Door Car
KS,415.1551337,Extended,High School or Below,Unemployed,Suburban,125,1,Personal,Collision,SUV
MO,259.4905944,Basic,College,Retired,Suburban,72,1,Corporate,Hail,Two-Door Car
OK,576.3265424,Extended,Bachelor,Employed,Rural,76,5,Personal,Collision,Two-Door Car
KS,1837.057004,Extended,College,Employed,Suburban,234,9,Personal,Scratch/Dent,Sports Car
MO,2192.312272,Basic,Bachelor,Employed,Rural,109,2,Personal,Hail,Sports Car
NE,1054.6655449999996,Extended,Master,Employed,Rural,88,2,Personal,Hail,Four-Door Car
OK,838.8717011,Basic,Bachelor,Employed,Rural,69,2,Corporate,Collision,Four-Door Car
IA,718.8607262999999,Basic,Bachelor,Unemployed,Urban,66,2,Personal,Hail,Four-Door Car
IA,323.8929524,Extended,Master,Employed,Suburban,80,1,Personal,Other,Four-Door Car
MO,1096.093667,Extended,College,Employed,Rural,95,2,Personal,Other,Four-Door Car
IA,266.0931663,Basic,High School or Below,Employed,Rural,66,1,Personal,Hail,Two-Door Car
KS,1548.352986,Basic,High School or Below,Employed,Suburban,196,7,Personal,Hail,SUV
IA,894.0579277999999,Basic,Bachelor,Employed,Urban,111,5,Personal,Collision,Sports Car
KS,508.3789524,Basic,Bachelor,Employed,Rural,64,4,Corporate,Collision,Two-Door Car
OK,903.1214859,Extended,Master,Unemployed,Suburban,122,9,Personal,Collision,Sports Car
IA,3209.832209,Basic,College,Employed,Suburban,105,2,Personal,Collision,SUV
IA,2233.243946,Extended,College,Employed,Suburban,97,2,Corporate,Hail,Four-Door Car
OK,856.0162383999998,Basic,High School or Below,Retired,Suburban,112,3,Personal,Collision,SUV
MO,771.4623619,Basic,College,Unemployed,Suburban,106,8,Personal,Hail,Sports Car
MO,293.6993695,Extended,Bachelor,Employed,Urban,77,1,Personal,Collision,Four-Door Car
KS,511.2104787,Basic,High School or Below,Medical Leave,Suburban,67,9,Personal,Collision,Four-Door Car
MO,511.9901412,Basic,Bachelor,Employed,Suburban,65,4,Personal,Hail,Two-Door Car
MO,249.4869528,Basic,Doctor,Employed,Rural,62,1,Personal,Scratch/Dent,Four-Door Car
IA,2359.46802,Basic,Bachelor,Employed,Rural,66,2,Corporate,Scratch/Dent,Four-Door Car
MO,565.6203464,Basic,Bachelor,Employed,Urban,72,4,Personal,Collision,Four-Door Car
OK,1567.313621,Extended,College,Employed,Suburban,78,2,Special,Other,Four-Door Car
IA,850.9453945,Extended,High School or Below,Unemployed,Suburban,82,2,Personal,Hail,Four-Door Car
IA,641.824871,Extended,Master,Employed,Rural,81,7,Personal,Other,Four-Door Car
IA,305.570113,Extended,High School or Below,Employed,Rural,77,1,Corporate,Other,Four-Door Car
MO,574.605593,Basic,Master,Employed,Rural,72,7,Personal,Hail,Four-Door Car
IA,502.8839465,Basic,Bachelor,Unemployed,Rural,67,8,Personal,Collision,Four-Door Car
MO,340.9677392,Extended,Bachelor,Employed,Suburban,85,1,Personal,Hail,Four-Door Car
IA,434.8139173,Basic,High School or Below,Unemployed,Suburban,62,7,Corporate,Collision,Four-Door Car
OK,833.7194193,Basic,High School or Below,Employed,Suburban,69,2,Corporate,Other,Two-Door Car
OK,234.6675378,Basic,Bachelor,Medical Leave,Suburban,62,1,Personal,Collision,Four-Door Car
NE,499.1035369,Basic,College,Employed,Rural,62,3,Personal,Collision,Two-Door Car
MO,287.95057010000005,Basic,College,Employed,Suburban,74,1,Personal,Scratch/Dent,Two-Door Car
MO,348.2038245,Extended,High School or Below,Unemployed,Suburban,96,1,Personal,Collision,Four-Door Car
MO,821.6391903,Premium,High School or Below,Unemployed,Suburban,117,9,Personal,Collision,Four-Door Car
IA,315.545562,Extended,Bachelor,Employed,Suburban,80,1,Personal,Collision,Four-Door Car
NE,529.2202092,Basic,College,Employed,Suburban,66,6,Corporate,Scratch/Dent,Four-Door Car
IA,655.3943457,Basic,College,Unemployed,Suburban,61,2,Corporate,Scratch/Dent,Two-Door Car
KS,761.8442045,Basic,College,Employed,Urban,63,2,Corporate,Hail,Four-Door Car
OK,2461.078085,Extended,Bachelor,Employed,Urban,76,2,Personal,Other,Four-Door Car
IA,314.281161,Extended,College,Employed,Suburban,78,1,Personal,Collision,Four-Door Car
NE,3202.140422,Basic,High School or Below,Employed,Suburban,100,2,Personal,Hail,SUV
KS,509.6700181,Basic,College,Employed,Rural,65,4,Personal,Hail,Two-Door Car
MO,488.9609695,Extended,High School or Below,Employed,Suburban,122,1,Personal,Hail,SUV
IA,511.25703110000006,Basic,Bachelor,Employed,Suburban,65,6,Personal,Collision,Four-Door Car
NE,272.53229489999995,Basic,High School or Below,Employed,Suburban,69,1,Personal,Collision,Four-Door Car
MO,978.0852337,Extended,High School or Below,Unemployed,Suburban,132,3,Corporate,Collision,SUV
NE,1504.257658,Premium,Bachelor,Employed,Suburban,190,6,Corporate,Hail,SUV
IA,530.8291752,Basic,Doctor,Employed,Urban,66,3,Personal,Other,Four-Door Car
IA,1916.098994,Extended,Master,Employed,Suburban,239,7,Personal,Hail,SUV
IA,332.4551776,Extended,High School or Below,Unemployed,Suburban,92,1,Personal,Collision,Two-Door Car
MO,379.1549972,Extended,College,Employed,Urban,95,1,Personal,Other,Four-Door Car
NE,760.0034998,Basic,High School or Below,Unemployed,Suburban,70,2,Personal,Collision,Four-Door Car
MO,695.0100195,Extended,High School or Below,Employed,Suburban,88,8,Personal,Hail,Four-Door Car
IA,586.4381825,Basic,High School or Below,Employed,Suburban,72,4,Personal,Hail,Four-Door Car
KS,1537.418296,Extended,Bachelor,Employed,Urban,128,2,Personal,Hail,SUV
IA,929.454951,Extended,Bachelor,Employed,Rural,77,2,Corporate,Hail,Four-Door Car
NE,250.4871709,Basic,Bachelor,Employed,Rural,64,1,Personal,Collision,Four-Door Car
IA,708.1690973999998,Extended,Master,Employed,Suburban,87,9,Corporate,Other,Two-Door Car
NE,956.0049227,Extended,Doctor,Medical Leave,Suburban,122,9,Special,Collision,SUV
MO,675.6062791,Extended,Bachelor,Employed,Urban,86,3,Personal,Collision,Four-Door Car
IA,529.0666331,Basic,Bachelor,Employed,Suburban,68,3,Personal,Collision,Four-Door Car
MO,839.1133455,Premium,High School or Below,Employed,Suburban,106,6,Personal,Collision,Two-Door Car
NE,2115.12328,Extended,College,Employed,Rural,77,2,Personal,Hail,Four-Door Car
MO,926.432766,Premium,College,Employed,Suburban,115,3,Personal,Collision,Two-Door Car
NE,285.3600347,Basic,Doctor,Employed,Urban,71,1,Corporate,Hail,Four-Door Car
KS,624.5443568,Extended,High School or Below,Employed,Suburban,79,3,Personal,Scratch/Dent,Four-Door Car
MO,212.90630550000003,Basic,High School or Below,Unemployed,Suburban,61,1,Corporate,Collision,Four-Door Car
OK,1478.961805,Extended,College,Employed,Suburban,129,2,Personal,Collision,SUV
NE,532.438786,Basic,Bachelor,Employed,Suburban,68,7,Personal,Scratch/Dent,Four-Door Car
NE,286.27290739999995,Basic,Doctor,Employed,Urban,73,1,Personal,Scratch/Dent,Four-Door Car
MO,861.4686004,Basic,Master,Employed,Rural,107,7,Personal,Collision,SUV
IA,493.1503095,Basic,College,Employed,Suburban,62,3,Corporate,Collision,Four-Door Car
NE,464.2020128,Basic,College,Unemployed,Suburban,64,5,Personal,Collision,Two-Door Car
NE,2142.363723,Basic,Bachelor,Unemployed,Suburban,65,2,Personal,Hail,Two-Door Car
IA,485.8067125,Basic,High School or Below,Unemployed,Suburban,67,3,Personal,Hail,Four-Door Car
NE,526.1101863,Basic,Master,Employed,Rural,66,5,Personal,Hail,Four-Door Car
MO,327.4037562,Extended,College,Employed,Urban,81,1,Personal,Collision,Four-Door Car
MO,613.438779,Extended,High School or Below,Employed,Urban,78,5,Corporate,Scratch/Dent,Four-Door Car
KS,369.0698916,Extended,Bachelor,Employed,Suburban,92,1,Corporate,Hail,Four-Door Car
MO,277.6772734,Basic,College,Employed,Rural,69,1,Personal,Hail,Four-Door Car
KS,417.7666255,Basic,Master,Employed,Suburban,104,1,Personal,Hail,Sports Car
KS,583.8899150000002,Basic,High School or Below,Employed,Urban,73,4,Corporate,Hail,Four-Door Car
MO,646.222199,Basic,Bachelor,Unemployed,Suburban,65,2,Corporate,Other,Four-Door Car
MO,510.950079,Basic,College,Employed,Suburban,66,9,Corporate,Hail,Four-Door Car
MO,827.8716567000001,Extended,High School or Below,Medical Leave,Suburban,226,1,Personal,Collision,SUV
MO,868.2234652999998,Basic,College,Medical Leave,Suburban,115,3,Corporate,Collision,SUV
IA,941.5901707,Extended,High School or Below,Unemployed,Suburban,133,3,Special,Hail,Sports Car
IA,323.0576665,Extended,College,Employed,Urban,81,1,Special,Hail,Four-Door Car
MO,1701.9192899999996,Extended,High School or Below,Employed,Suburban,211,9,Personal,Other,SUV
IA,264.7519741,Basic,College,Employed,Urban,69,1,Corporate,Hail,Four-Door Car
NE,1288.311573,Basic,Bachelor,Employed,Suburban,109,2,Personal,Collision,SUV
MO,2093.005217000001,Basic,College,Employed,Rural,66,2,Personal,Hail,Four-Door Car
MO,481.4350556,Basic,College,Unemployed,Suburban,67,4,Personal,Hail,Four-Door Car
IA,483.6892172,Basic,Bachelor,Employed,Rural,61,3,Personal,Collision,Four-Door Car
OK,1874.539592,Extended,Master,Medical Leave,Suburban,99,2,Personal,Scratch/Dent,Four-Door Car
KS,1736.752612,Basic,College,Employed,Suburban,112,2,Personal,Scratch/Dent,SUV
IA,901.2922138,Basic,College,Employed,Rural,112,5,Personal,Hail,SUV
MO,587.1607022000002,Extended,Bachelor,Unemployed,Suburban,80,7,Corporate,Collision,Four-Door Car
IA,592.6729379,Extended,College,Retired,Suburban,96,5,Personal,Collision,Four-Door Car
NE,545.3709172,Basic,Master,Employed,Urban,67,3,Personal,Hail,Four-Door Car
MO,910.6867749,Basic,High School or Below,Employed,Suburban,114,6,Personal,Collision,SUV
NE,501.31364289999993,Extended,High School or Below,Employed,Suburban,126,1,Personal,Hail,SUV
MO,667.205628,Premium,College,Employed,Rural,165,1,Personal,Collision,SUV
OK,1302.422378,Premium,High School or Below,Employed,Suburban,110,2,Personal,Collision,Four-Door Car
IA,274.8800067,Basic,High School or Below,Employed,Urban,68,1,Personal,Scratch/Dent,Four-Door Car
IA,280.359608,Basic,Bachelor,Employed,Urban,70,1,Corporate,Hail,Four-Door Car
IA,723.1000788,Basic,Bachelor,Employed,Urban,61,2,Personal,Hail,Two-Door Car
IA,832.9286254,Basic,High School or Below,Employed,Rural,104,7,Personal,Collision,SUV
IA,450.416329,Basic,College,Unemployed,Rural,62,3,Personal,Collision,Two-Door Car
IA,1153.347722,Extended,Bachelor,Employed,Urban,96,2,Personal,Collision,Two-Door Car
NE,534.9996572,Basic,College,Employed,Urban,67,6,Personal,Collision,Four-Door Car
IA,285.5687705,Basic,Master,Employed,Suburban,70,1,Personal,Hail,Two-Door Car
OK,660.1611299,Basic,High School or Below,Unemployed,Suburban,194,1,Corporate,Other,SUV
IA,347.0177816000001,Extended,High School or Below,Employed,Rural,86,1,Personal,Hail,Four-Door Car
NE,589.5106386,Basic,College,Employed,Rural,74,7,Personal,Other,Two-Door Car
IA,506.5935608,Basic,High School or Below,Employed,Suburban,63,3,Personal,Scratch/Dent,Four-Door Car
OK,488.2286714,Extended,High School or Below,Employed,Rural,123,1,Personal,Hail,SUV
MO,383.7615029,Basic,Bachelor,Unemployed,Rural,106,1,Personal,Scratch/Dent,SUV
IA,215.4073997,Basic,College,Unemployed,Suburban,65,1,Personal,Hail,Four-Door Car
MO,504.9118385,Basic,High School or Below,Unemployed,Suburban,68,7,Personal,Collision,Four-Door Car
MO,1386.992705,Basic,College,Employed,Suburban,118,2,Corporate,Hail,SUV
IA,521.3374299999998,Extended,High School or Below,Employed,Suburban,131,1,Personal,Hail,SUV
KS,491.1115538,Basic,College,Employed,Urban,62,3,Corporate,Collision,Four-Door Car
NE,775.1855026000002,Basic,College,Unemployed,Suburban,105,7,Personal,Hail,SUV
MO,2546.482059,Extended,College,Retired,Suburban,97,2,Personal,Collision,Four-Door Car
IA,947.2956706,Extended,College,Unemployed,Suburban,131,9,Corporate,Other,SUV
NE,592.6957452,Extended,College,Unemployed,Suburban,84,4,Personal,Collision,Four-Door Car
IA,847.0043225,Extended,Bachelor,Unemployed,Suburban,82,2,Personal,Hail,Four-Door Car
NE,867.5993821000002,Basic,College,Employed,Urban,108,5,Personal,Scratch/Dent,SUV
IA,1820.567367,Extended,College,Unemployed,Suburban,128,2,Corporate,Collision,Sports Car
KS,261.83261830000004,Basic,High School or Below,Employed,Suburban,66,1,Corporate,Other,Two-Door Car
NE,334.9639274,Extended,Bachelor,Employed,Urban,84,1,Corporate,Hail,Four-Door Car
OK,597.9724161,Extended,High School or Below,Employed,Suburban,76,3,Corporate,Hail,Four-Door Car
MO,788.2987485,Extended,High School or Below,Employed,Suburban,99,4,Personal,Hail,Four-Door Car
MO,774.8811,Basic,Bachelor,Employed,Urban,64,2,Personal,Hail,Two-Door Car
MO,1586.003591,Extended,Master,Unemployed,Rural,136,2,Personal,Collision,SUV
IA,227.9696801,Basic,High School or Below,Medical Leave,Suburban,61,1,Personal,Hail,Two-Door Car
MO,1527.279977,Basic,College,Employed,Urban,100,2,Personal,Other,SUV
MO,549.8753121,Extended,Bachelor,Employed,Urban,138,1,Personal,Scratch/Dent,SUV
MO,574.3403321000002,Basic,Doctor,Employed,Urban,73,6,Personal,Scratch/Dent,Two-Door Car
MO,394.2917284,Extended,Master,Employed,Suburban,99,1,Personal,Hail,Four-Door Car
